id,Prompt,text_clean,Num_unique,Gold_annotation,Copied from Resolved,Label_LLM,Annotation (MB) OLD,Annotation (MB), Annotation (TZ) OLD,Annotation (TZ),Annotation (KS) OLD,Annotation (KS),Agree_MB_TZ,Agree_MB_KS,Agree_TZ_KS
deepseek_VB1_118,VB1,"In a controlled experiment, you make one thing change and then watch what happens to see if it made any difference; kind of like magic tricks!",1,partially_correct_incomplete,F,irrelevant,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,irrelevant,partially_correct_incomplete,True,True,True
deepseek_VB1_119,VB1,"In reality, defining what constitutes a ""controlled"" environment can be quite arbitrary; therefore any so called 'controlled' process isn’t truly controlled according to this strict definition but rather provides some degree of control over specific factors at play within the experimental setup or context",2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_120,VB1,"Imagine setting up your LEGO carefully, one piece at a time, then seeing what happens when you press down on them all.",1,non_domain,F,non_domain,irrelevant,non_domain,contradictory,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_121,VB1,"I'm not sure, can you explain what it is?",1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_122,VB1,"A controlled experiment uses experimental controls to isolate effects, making it a powerful tool for scientific research where certainty about cause and effect is crucial.",2,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,irrelevant,irrelevant,True,False,False
deepseek_VB1_123,VB1,It's like baking cookies; you follow the recipe exactly as it is written without any personal preferences involved,2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_124,VB1,Observing plants under different light conditions,2,partially_correct_incomplete,,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,irrelevant,irrelevant,True,False,False
deepseek_VB1_125,VB1,"A controlled experiment uses rigorous quantitative methods that allow for precise measurement of outcomes, enabling reproducibility and confirmation of results",2,partially_correct_incomplete,,1.0,irrelevant,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,False,False,True
deepseek_VB1_126,VB1,"The term ""controlled"" implies that there is minimal variation between trials, which hampers discovery of dynamic processes in science",3,irrelevant,F,contradictory,partially_correct_incomplete,partially_correct_incomplete,irrelevant,irrelevant,contradictory,contradictory,False,False,False
deepseek_VB1_127,VB1,"In history class, it refers to following historical timelines and events rather than creating personal narratives or interpretations",2,non_domain,F,irrelevant,contradictory,non_domain,irrelevant,irrelevant,non_domain,non_domain,False,True,False
deepseek_VB1_128,VB1,Can we define one for homework tonight?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_129,VB1,No Clear Hypothesis Testing: An experiment without a clear hypothesis or research question cannot test whether the expected outcomes were achieved or not because there’s no direction provided on what specifically is being tested,2,partially_correct_incomplete,F,contradictory,irrelevant,partially_correct_incomplete,partially_correct_incomplete,irrelevant,contradictory,partially_correct_incomplete,False,True,False
deepseek_VB1_130,VB1,"Lack of Consistency in Testing Protocol: Inconsistencies between repeated tests in an experiment—such as variations in timing, environmental factors, or participant handling—can lead to unreliable results that don’t meet controlled experimentation standards",2,partially_correct_incomplete,F,contradictory,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,contradictory,irrelevant,True,False,False
deepseek_VB1_131,VB1,"In such experiments, there are clear definitions of hypotheses, treatments, and measurements, with results analyzed statistically",1,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_132,VB1,"In a controlled experiment, we keep everything else fixed to see how changing just one thing impacts what happens next.",1,1.0,,partially_correct_incomplete,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_133,VB1,This type of experimental design helps reduce bias and maximize external validity by ensuring all participants have equal chances at receiving different treatments or outcomes,2,contradictory,F,partially_correct_incomplete,irrelevant,partially_correct_incomplete,contradictory,contradictory,partially_correct_incomplete,contradictory,False,False,True
deepseek_VB1_134,VB1,Preliminary Study: Preliminary studies often lack the rigor and focus on specific hypotheses that controlled experiments typically aim to achieve,2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_135,VB1,"Lack of Standardization: If procedures are not consistently applied across groups, it becomes impossible to determine whether the differences in outcomes are due to the variable being tested or inconsistent conditions",2,partially_correct_incomplete,F,contradictory,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,contradictory,partially_correct_incomplete,False,True,False
deepseek_VB1_136,VB1,"In a controlled experiment, we use textbooks because they have been tested by experts who control what information students can learn",2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_137,VB1,"A controlled experiment is playing with your toys only under strict conditions: no jumping, screaming or running around while using them; exactly how grown-ups often dictate playtime activities at home",2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_138,VB1,It sounds interesting; do they use this in science class?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_139,VB1,A controlled experiment is when you test something small and see how it works out before making bigger changes.,2,contradictory,,non_domain,contradictory,contradictory,contradictory,contradictory,irrelevant,irrelevant,True,False,False
deepseek_VB1_140,VB1,A controlled experiment typically includes pretest and posttests to compare outcomes between conditions or treatments while controlling for initial differences among subjects,1,partially_correct_incomplete,F,1.0,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,1.0,partially_correct_incomplete,True,True,True
deepseek_VB1_141,VB1,It's an experiment where only one thing changes while everything else stays the same to see if that change affects the outcome.,1,1.0,,partially_correct_incomplete,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_142,VB1,"A true/complete controlled experiment requires both random assignment and manipulation, which is unnecessary in everyday life science education activities where simple observation suffices instead; such instances prove that real world applications often diverge from textbook definitions in important ways relevant to scientific methodology & data analysis practice",3,irrelevant,F,contradictory,partially_correct_incomplete,partially_correct_incomplete,irrelevant,irrelevant,contradictory,contradictory,False,False,False
deepseek_VB1_143,VB1,Variables in a controlled experiment are measured under standardized conditions for consistency and reliability of results,2,partially_correct_incomplete,,partially_correct_incomplete,irrelevant,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,False,False,True
deepseek_VB1_144,VB1,Overly Rigid Conditions: An experiment that imposes too strict or rigid conditions might not reflect real-world applicability and can limit generalizability,2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_145,VB1,An experiment where you use toys to keep children entertained during class time is not a controlled experiment; it's just fun!,2,irrelevant,,irrelevant,non_domain,non_domain,irrelevant,irrelevant,irrelevant,irrelevant,False,False,True
deepseek_VB1_146,VB1,"A controlled experiment means making sure everything in the test area, like toys or snacks, stays exactly the same so we can see if something new changes how kids do their homework",3,partially_correct_incomplete,F,irrelevant,1.0,partially_correct_incomplete,contradictory,contradictory,irrelevant,irrelevant,False,False,False
deepseek_VB1_147,VB1,A controlled experiment is when you choose your own friends and let them do whatever they want,2,contradictory,,irrelevant,contradictory,contradictory,contradictory,contradictory,irrelevant,irrelevant,True,False,False
deepseek_VB1_148,VB1,"In a controlled experiment, we control or manipulate only what’s being tested so as not to mix it up with other things going on around them.",2,1.0,,partially_correct_incomplete,1.0,1.0,1.0,1.0,contradictory,contradictory,True,False,False
deepseek_VB1_149,VB1,"No Repetition Principle: Conducting an experiment only once does not meet the requirement of replication to ensure the validity and reliability of findings, thus undermining any conclusions drawn from it",2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_150,VB1,"It's like cooking: when making a new recipe, changing only one ingredient at a time lets us see exactly how much it affected our dish!",2,1.0,,irrelevant,1.0,1.0,1.0,1.0,irrelevant,irrelevant,True,False,False
deepseek_VB1_151,VB1,Controlled experiments are characterized by their structured design and rigorous method of controlling for potential confounding factors outside the manipulation under study.,2,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,True,False,False
deepseek_VB1_152,VB1,"It's like watching TV; you choose which channel to watch based on someone else's decision, without making your own choice",2,irrelevant,F,irrelevant,irrelevant,non_domain,contradictory,irrelevant,non_domain,irrelevant,False,False,True
deepseek_VB1_153,VB1,"In reality, an uncontrolled setting can provide more realistic results than a tightly managed lab experiment",2,contradictory,,contradictory,irrelevant,irrelevant,contradictory,contradictory,contradictory,contradictory,False,False,True
deepseek_VB1_154,VB1,What does this mean exactly?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_155,VB1,"Descriptive Statistics Only: Descriptive statistics are used to summarize data, but they do not provide the control and manipulation needed in a controlled experiment to establish causation",1,irrelevant,F,contradictory,partially_correct_incomplete,irrelevant,irrelevant,irrelevant,contradictory,irrelevant,True,True,True
deepseek_VB1_156,VB1,"A controlled experiment is deciding whether you want spaghetti or pizza for dinner by writing both options down and then closing your eyes, spinning around three times, and pointing at one of the choices to see what wins out in that moment's confusion!",2,contradictory,,irrelevant,contradictory,contradictory,contradictory,contradictory,irrelevant,irrelevant,True,False,False
deepseek_VB1_157,VB1,"A controlled experiment uses random assignment to create two equally balanced groups: one group that receives an intervention (treatment), while another does not",1,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_158,VB1,A controlled experiment involves the systematic manipulation of an independent variable under strict conditions to observe its impact on a dependent variable.,1,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_159,VB1,The goal of a controlled experiment is to eliminate confounding factors and isolate specific causes or effects,1,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_160,VB1,Lack of Longitudinal Analysis: A study that doesn't track participants over time cannot determine cause-and-effect relationships accurately as outcomes may change due to external factors unrelated to the intervention under test,2,contradictory,,contradictory,contradictory,contradictory,irrelevant,irrelevant,contradictory,contradictory,False,True,False
deepseek_VB1_161,VB1,"Non-Science Activity for Fun: This response incorrectly suggests that defining a controlled experiment is purely an activity unrelated to scientific inquiry, instead of its central role in determining cause and effect relationships scientifically",2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_162,VB1,A scientific method where a researcher deliberately alters specific conditions within their study environment and closely measures the outcome or behavior in order to draw conclusions about cause and effect relationships,2,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,False,True,False
deepseek_VB1_163,VB1,A controlled experiment is like playing a video game on easy mode; everything is set up so that you can easily win while still feeling challenged,2,contradictory,,irrelevant,contradictory,contradictory,contradictory,contradictory,irrelevant,irrelevant,True,False,False
deepseek_VB1_164,VB1,Isn’t that what chefs do when cooking in the kitchen?,2,non_domain,,non_domain,irrelevant,irrelevant,non_domain,non_domain,non_domain,non_domain,False,False,True
deepseek_VB1_165,VB1,"The true definition of a controlled experiment is when every aspect of an investigation has specific parameters set by researchers, but this isn’t always feasible because there are often uncontrollable factors which makes it impossible to create 'perfect' control groups in real world situations",2,irrelevant,F,contradictory,partially_correct_incomplete,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_166,VB1,Like in a game where everyone knows the rules and has to play fair,1,non_domain,F,non_domain,irrelevant,non_domain,contradictory,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_167,VB1,"The independent variable is altered systematically while all other variables are kept constant, making it possible to identify causality effectively",1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_168,VB1,"In a controlled experiment, participants are randomly assigned to different conditions or treatments",2,partially_correct_incomplete,,partially_correct_incomplete,irrelevant,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,False,False,True
deepseek_VB1_169,VB1,"In a controlled experiment, researchers create and control specific situations or environments where they vary one factor while holding all others constant to test a hypothesis scientifically",1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_170,VB1,"In a controlled experiment, every participant receives different conditions or treatments for consistency in results",2,contradictory,,contradictory,irrelevant,irrelevant,contradictory,contradictory,contradictory,contradictory,False,False,True
deepseek_VB1_171,VB1,Can we talk about this in class or do some research on it?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_172,VB1,Imagine playing tag but only some people are 'it'; that sort of thing,2,non_domain,,non_domain,irrelevant,irrelevant,non_domain,non_domain,non_domain,non_domain,False,False,True
deepseek_VB1_173,VB1,"Lack of Isolation: Experiments where variables are not isolated or controlled fail to provide clear insights into how specific factors affect outcomes, making results hard to interpret accurately",2,partially_correct_incomplete,,contradictory,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,contradictory,contradictory,True,False,False
deepseek_VB1_174,VB1,"An experimental design wherein one or more independent variables are systematically changed by an experimenter, while all other factors (other than those directly related to the variable being tested) remain constant, allowing for a clear identification of any causal relationship between changes in the independent variable and outcomes measured",1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_175,VB1,A research study where there's a clear manipulation of an experimental factor by scientists aiming at observing its effects on another dependent variable while other confounding variables are kept constant or standardized across different groups being compared in the experiment,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_176,VB1,Non-Experimental Design: Non-experimental designs like correlation analysis do not involve manipulation of variables or assignment of participants into groups for comparison,2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_177,VB1,It's where you control everything except for whatever is being tested – it’s like conducting a symphony orchestra but only allowing one instrument (the controlled factor) to play differently,2,1.0,,partially_correct_incomplete,1.0,1.0,1.0,1.0,irrelevant,irrelevant,True,False,False
deepseek_VB1_178,VB1,A controlled experiment is when you change one thing to see how it affects another thing.,1,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_179,VB1,It's an experiment where you keep everything else constant to see how a specific change influences something important.,2,1.0,,partially_correct_incomplete,1.0,1.0,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,True,False,False
deepseek_VB1_180,VB1,A way to test cause and effect relationships in science using control and experimental groups,1,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_181,VB1,"In math, it means using rulers and calculators to solve equations without any errors or guesswork involved",2,irrelevant,,irrelevant,contradictory,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,False,False,True
deepseek_VB1_182,VB1,"Participants are randomly assigned to different groups where only the independent variable differs among these groups, keeping all else constant to avoid confounding factors",1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_183,VB1,"Lack of Randomization: Without random assignment of participants to groups, there is a risk of bias influencing the outcomes, making interpretation difficult or misleading",2,partially_correct_incomplete,F,contradictory,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,contradictory,irrelevant,True,False,False
deepseek_VB1_184,VB1,It’s about making sure all variables are kept constant except for one thing you want to test - like changing the flavor of juice in cereal bowls and watching which ones kids eat more from,2,1.0,,irrelevant,1.0,1.0,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,True,False,False
deepseek_VB1_185,VB1,Lack of Randomization: Experiments where participants choose themselves into different conditions lack the random assignment crucial for a valid test of causality in scientific studies,2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_186,VB1,Do they always follow a specific format?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_187,VB1,"In this type of study design, participants are divided into different treatment and control groups for comparison purposes",1,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_188,VB1,"Think of it as an adventure, but planned out with clear goals in mind!",1,non_domain,F,non_domain,irrelevant,non_domain,contradictory,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_189,VB1,"In a controlled experiment, everyone follows the rules of hide-and-seek because someone else says so, not out of choice",2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_190,VB1,Mentioning the importance of ethics in research,2,irrelevant,,irrelevant,irrelevant,irrelevant,non_domain,non_domain,irrelevant,irrelevant,False,True,False
deepseek_VB1_191,VB1,"A controlled experiment involves setting up an environment where cause and effect relationships can be tested through observation, measurement, analysis, and control over variables",1,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_192,VB1,Just like choosing teams at kickball where everyone gets to be on different groups now and then!,2,irrelevant,,non_domain,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_193,VB1,A controlled experiment involves manipulating one variable and observing its effect on another without changing other important factors.,2,1.0,,partially_correct_incomplete,1.0,1.0,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,True,False,False
deepseek_VB1_194,VB1,"A controlled experiment involves manipulating an independent variable and observing its effect on a dependent variable, with the goal of determining causality through random assignment to different conditions",2,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,False,True,False
deepseek_VB1_195,VB1,Describing variables in science experiments,2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_196,VB1,A controlled experiment is setting up a fun obstacle course for paper airplanes and then seeing which design flies best after lots of tries to make them all as similar as possible,2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_197,VB1,A type of research where an investigator alters one aspect of a situation while keeping others fixed; this allows them to test hypotheses about whether changes in the altered factor are associated with observable effects on another variable under investigation,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_198,VB1,How can you tell if something is controlled?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_199,VB1,A controlled experiment is like when you play board games with your friends: everyone follows set rules and goals without any surprises or unexpected turns,2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_200,VB1,What are the steps involved in conducting one?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_201,VB1,"In a controlled experiment, you draw pictures using specific colors chosen by an authority figure rather than picking any color you want",2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_202,VB1,A controlled experiment is when you play chess and only move your pieces according to specific moves that were previously agreed upon,2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_203,VB1,It's not related to PE activities where we do drills for sports but instead focuses on the lab techniques used in science classes specifically,1,irrelevant,,irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,True,True,True
deepseek_VB1_204,VB1,Casual Observation: This is similar to an observational study and does not involve control over variables like in a true experimental design,1,contradictory,,contradictory,contradictory,contradictory,contradictory,contradictory,contradictory,contradictory,True,True,True
deepseek_VB1_205,VB1,"A controlled experiment is a type of scientific study where variables are manipulated and measured to test a hypothesis, ensuring that other factors remain constant.",2,1.0,,1.0,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,False,True,False
deepseek_VB1_206,VB1,The goal in conducting a controlled experiment is typically to test the effectiveness of a particular treatment under highly structured conditions,1,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_207,VB1,A controlled experiment necessitates using rigorous experimental control procedures to ensure consistency and comparability across different conditions tested for valid inferences about causality between variables studied in context,1,partially_correct_incomplete,F,1.0,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,1.0,partially_correct_incomplete,True,True,True
deepseek_VB1_208,VB1,You know the way you switch who sits by whom when we move around desks? That's kind of like a controlled experiment too!,1,irrelevant,,non_domain,irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,True,True,True
deepseek_VB1_209,VB1,Any deviation from the protocol during a controlled experiment invalidates its outcomes as truly controlled and scientific,1,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,True,True,True
deepseek_VB1_210,VB1,"The goal is to establish causality by altering the independent variable in a specific way, then measuring how it influences changes within the dependent variables",2,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,False,True,False
deepseek_VB1_211,VB1,A controlled experiment is when you follow a recipe exactly as written without adding any new ingredients or changing measurements based on your personal preferences,2,irrelevant,,irrelevant,irrelevant,irrelevant,partially_correct_incomplete,partially_correct_incomplete,irrelevant,irrelevant,False,True,False
deepseek_VB1_212,VB1,Does anyone have any idea what they mean by controlled?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_213,VB1,"No Control Group: In controlled experiments, participants are randomly assigned to groups without control or structure, leading to unreliable results and no clear understanding of cause-and-effect relationships",1,contradictory,,contradictory,contradictory,contradictory,contradictory,contradictory,contradictory,contradictory,True,True,True
deepseek_VB1_214,VB1,"Lack of Control Group: An experiment without a control group is not truly controlled, and cannot accurately assess cause-and-effect relationships",1,partially_correct_incomplete,F,contradictory,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,contradictory,partially_correct_incomplete,True,True,True
deepseek_VB1_215,VB1,Can we talk about it during lunch break today?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_216,VB1,It's like a science project where we only change one factor and measure its effect on something else.,2,partially_correct_incomplete,,partially_correct_incomplete,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,False,False,True
deepseek_VB1_217,VB1,"The key feature of a controlled experiment is its capacity to isolate variables through scientific controls such as random assignment, double-blind procedures, or maintaining constant conditions during the study",2,1.0,,1.0,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,1.0,1.0,False,False,True
deepseek_VB1_218,VB1,Is it like a regular experiment but with more rules to follow?,2,irrelevant,F,non_domain,irrelevant,irrelevant,partially_correct_incomplete,non_domain,non_domain,irrelevant,False,True,False
deepseek_VB1_219,VB1,Measuring how changes in the independent variable affect the dependent variable under set conditions,2,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,partially_correct_incomplete,partially_correct_incomplete,False,True,False
deepseek_VB1_220,VB1,A truly uncontrolled environment cannot provide valuable insights into cause and effect relationships because it lacks boundaries necessary for scientific scrutiny,2,irrelevant,F,contradictory,irrelevant,irrelevant,partially_correct_incomplete,irrelevant,contradictory,partially_correct_incomplete,True,False,False
deepseek_VB1_221,VB1,"Survey Research: Surveys do not provide enough manipulation of factors for determining cause and effect, which requires a more structured approach than surveys typically offer",1,irrelevant,F,contradictory,irrelevant,irrelevant,partially_correct_incomplete,irrelevant,contradictory,irrelevant,True,True,True
deepseek_VB1_222,VB1,"In a well-executed controlled experiment, researchers take measures to reduce extraneous variables that could distort outcomes and skew interpretations",1,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_223,VB1,"Inadequate Sample Size: A study with an insufficient sample size risks failing to detect significant effects even if they exist, leading to potentially false negatives",2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_224,VB1,"By definition, a controlled experiment requires random allocation of participants into groups receiving distinct treatment levels so that assignment is not influenced by any extraneous variable potentially affecting the outcome measurement",1,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_225,VB1,A controlled experiment requires no control group; all participants receive the experimental treatment directly,1,contradictory,,contradictory,contradictory,contradictory,contradictory,contradictory,contradictory,contradictory,True,True,True
deepseek_VB1_226,VB1,It's when you test something by controlling all but the thing you want to study to see how it affects that thing.,1,1.0,,partially_correct_incomplete,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_227,VB1,A key component of controlled experiments is that they are pre-planned and designed prior to any actual implementation,2,irrelevant,,partially_correct_incomplete,irrelevant,irrelevant,partially_correct_incomplete,partially_correct_incomplete,irrelevant,irrelevant,False,True,False
deepseek_VB1_228,VB1,"An experiment in which one variable is changed to observe its effect on another variable, but all other factors are kept constant",1,1.0,,partially_correct_incomplete,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True
deepseek_VB1_229,VB1,"In a properly conducted controlled experiment, any confounding factors are removed to ensure the results can be confidently attributed to specific variables being tested",2,1.0,F,partially_correct_incomplete,partially_correct_incomplete,1.0,1.0,1.0,contradictory,partially_correct_incomplete,True,False,False
deepseek_VB1_230,VB1,"In such experiments, researchers randomly assign participants or experimental units to different groups to fairly test the effect of an intervention on outcomes.",1,partially_correct_incomplete,,1.0,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_231,VB1,Is it different from an experiment at home?,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_232,VB1,"A properly run controlled experiment would be one where you compare only two sets of subjects/samples against each other with no variables being manipulated or altered artificially - however, many experiments do involve slight adjustments made during data collection for practical reasons but still maintain their validity according to this strict definition",1,contradictory,,contradictory,contradictory,contradictory,contradictory,contradictory,contradictory,contradictory,True,True,True
deepseek_VB1_233,VB1,"It's like playing tag, where one person gets to be ""it"" by deciding who chases whom without any restrictions",2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
